from,to
41568,40989
41568,32744
41568,35971
41569,26431
41569,28464
41569,37044
41569,21068
41569,22400
41569,42892
41569,39735
41569,45222
41569,31023
41569,16286
41569,15544
41569,32379
41569,16560
41569,41520
41569,5487
41569,48453
41569,1783
41570,26103
41570,11085
41570,49665
41570,45002
41570,12973
41570,5061
41570,26960
41570,17073
41570,41537
41570,44037
41570,30364
41570,3432
41570,28701
41570,21664
41570,35418
41570,25579
41570,13830
41570,26515
41570,28745
41570,9847
41571,10871
41571,39205
41572,8583
41572,5708
41572,41111
41573,12771
41573,11033
41573,49303
41573,7167
41573,47372
41573,31139
41574,43617
41574,43774
41574,18357
41574,47062
41574,23179
41575,32747
41575,42125
41575,494
41575,22354
41575,11799
41575,1321
41575,4977
41575,169
41575,41437
41575,19939
41575,29503
41575,32847
41575,29242
41575,43878
41575,33861
41575,18322
41575,26601
41576,6874
41576,11814
41576,11978
41576,44575
41577,4296
41577,14603
41577,37926
41577,11563
41578,8986
41578,43152
41578,21333
41578,29411
41578,40034
41578,27098
41578,27838
41578,26944
41578,23218
41578,529
41578,5338
41579,30163
41579,37973
41579,41890
41579,20306
41579,20724
41579,42664
41579,10804
41579,18710
41579,30410
41579,11025
41580,46105
41580,27268
41581,31158
41581,937
41581,34169
41581,11876
41581,710
41581,5302
41582,35419
41582,38989
41582,29253
41583,6814
41583,22395
41583,18621
41583,17628
41584,27111
41584,26734
41585,41640
41585,5546
41585,24844
41585,12084
41585,29526
41585,458
41585,23169
41585,9599
41585,41193
41585,36405
41585,44399
41585,27653
41586,12480
41586,49464
41586,25721
41586,24281
41587,3570
41587,14217
41587,9449
41587,38403
41587,36565
41587,42392
41587,28769
41587,46393
41588,18342
41588,17424
41588,9206
41588,8648
41588,25090
41588,19531
41589,36047
41589,32573
41589,16808
41590,28747
41590,23989
41590,14798
41590,15580
41590,35639
41590,39498
41590,32827
41590,49616
41590,28581
41590,10511
41590,8956
41591,8994
41591,15832
41591,536
41591,44425
41591,47598
41591,31008
41591,19445
41591,5133
41591,3089
41591,43128
41591,5774
41591,25452
41591,33456
41592,27437
41592,18703
41592,42648
41593,33694
41593,26915
41593,35345
41594,13585
41594,37288
41594,23341
41594,12735
41594,26062
41594,6224
41594,6452
41595,12450
41595,22959
41595,3806
41595,6602
41595,35012
41595,21990
41595,45297
41596,42991
41596,879
41596,2043
41596,40120
41596,18830
41596,26011
41596,6293
41596,32082
41596,33166
41596,7396
41596,47694
41596,35713
41596,14049
41596,9165
41596,5709
41596,34553
41596,22064
41596,4243
41596,17114
41597,33600
41597,28783
41597,22659
41598,2563
41598,38419
41598,37577
41599,48402
41599,25357
41599,42145
41599,29380
41599,36574
41599,29344
41600,3501
41600,482
41601,926
41601,33740
41602,17868
41602,49835
41602,16520
41602,8252
41602,3606
41602,3601
41602,13052
41602,24799
41602,6437
41602,46537
41602,13455
41602,43712
41602,45824
41602,8465
41602,26994
41602,1632
41602,508
41602,43735
41602,44772
41602,41890
41603,49726
41603,24222
41603,7780
41603,8761
41603,12582
41603,41968
41603,47666
41603,26205
41603,24173
41603,23988
41603,2590
41603,30067
41603,40144
41604,8036
41604,28927
41605,30164
41605,14279
41605,46467
41605,16840
41605,34915
41605,48385
41605,26050
41605,36252
41605,14008
41605,19274
41605,46754
41605,24891
41605,41218
41605,42215
41605,7996
41605,6866
41605,21391
41605,42122
41606,14712
41606,26378
41606,11498
41607,8651
41607,9859
41608,4019
41608,45289
41608,1815
41608,30124
41609,26116
41609,42235
41609,25124
41610,43764
41611,48327
41611,42944
41611,21719
41611,39701
41611,8427
41611,21499
41611,21862
41611,30606
41611,43609
41611,41324
41611,45785
41611,666
41611,30597
41611,49101
41611,44376
41611,23543
41611,13919
41611,38660
41612,42712
41612,16929
41612,20644
41612,3490
41612,43915
41613,34019
41613,40457
41613,49323
41613,49132
41613,14147
41614,45976
41614,21765
41614,49017
41614,18070
41614,22365
41615,49326
41615,27911
41615,41346
41615,48686
41615,1095
41615,38462
41615,32482
41615,17012
41615,10125
41615,43413
41615,19777
41615,45916
41615,11624
41615,901
41615,15440
41615,30766
41616,21480
41617,39956
41617,34557
41617,31406
41617,28330
41618,38303
41618,25874
41618,24505
41618,48857
41618,12488
41619,15609
41619,18639
41619,32893
41620,34753
41620,35295
41620,18094
41621,39712
41621,43150
41621,2755
41622,36967
41622,24370
41622,31453
41623,22922
41623,16367
41623,14158
41623,32732
41623,31399
41623,21852
41623,11595
41623,14209
41624,6273
41624,30322
41624,47330
41624,25286
41624,31368
41624,47438
41624,36001
41625,2593
41625,31753
41625,21148
41625,17301
41625,39094
41625,14523
41625,41845
41626,33741
41626,45091
41626,41395
41626,38701
41627,5142
41627,29485
41627,6643
41627,46997
41627,1886
41627,1734
41627,8266
41627,34407
41627,46270
41627,33133
41627,32120
41627,6318
41627,33076
41627,30022
41627,44605
41628,17332
41629,12622
41629,37985
41629,19391
41629,8605
41629,3014
41629,4151
41629,14123
41630,46097
41630,7288
41630,30907
41630,30119
41630,16705
41630,35805
41630,27924
41630,5802
41631,8938
41631,17556
41631,24857
41631,44772
41631,36439
41631,12093
41631,11380
41631,36088
41631,30850
41631,27625
41631,5089
41631,22938
41631,6629
41632,17761
41632,35456
41632,23224
41633,21673
41633,7500
41633,28421
41633,7403
41633,44479
41633,13460
41633,29397
41633,48304
41634,25738
41634,21497
41634,5080
41635,27247
41635,29127
41635,39584
41635,36543
41635,41681
41636,47990
41636,44109
41637,12344
41638,22865
41638,24460
41639,34242
41639,22516
41639,45277
41639,20170
41639,6791
41639,49849
41639,13029
41639,46659
41639,43965
41639,8568
41639,32396
41639,39496
41639,19753
41639,37974
41639,30872
41639,36875
41640,13847
41640,22291
41640,2631
41640,17633
41640,36635
41640,22721
41640,19488
41640,7419
41641,9900
41641,21961
41641,21769
41641,32751
41641,49226
41642,19862
41642,48956
41643,18704
41643,16122
41643,39300
41643,7935
41644,22459
41644,4036
41645,41820
41645,39569
41645,36095
41645,14783
41645,21165
41645,36605
41646,24035
41646,9068
41646,44542
41647,12511
41647,5629
41647,49749
41647,17235
41647,2131
41647,32045
41647,12341
41647,370
41647,30166
41647,23679
41647,48918
41647,48424
41647,21631
41648,3404
41648,21258
41648,9357
41648,18733
41648,14942
41648,22997
41648,19240
41648,13051
41648,31051
41648,48074
41648,8621
41648,20535
41648,16897
41649,13999
41649,551
41649,20417
41649,28683
41649,10499
41650,5789
41650,36293
41650,974
41650,37218
41650,48266
41650,30825
41651,24185
41652,17909
41652,9151
41652,1080
41653,9471
41653,42557
41653,32458
41653,35474
41653,27007
41653,29101
41653,21887
41653,22240
41653,17532
41653,7737
41653,68
41653,37726
41653,17934
41654,23960
41655,46978
41656,32803
41656,47312
41656,31640
41657,15782
41657,12657
41657,35622
41658,43933
41658,6947
41658,40488
41658,37429
41658,44024
41658,19472
41658,33375
41658,37755
41658,4902
41658,45013
41658,18777
41658,23760
41658,4737
41658,46745
41658,4470
41658,41386
41658,10388
41658,19291
41659,33129
41659,41462
41659,43882
41659,7765
41659,41379
41659,2059
41659,43037
41659,37265
41659,22462
41659,34700
41659,29785
41660,44688
41660,107
41660,48608
41660,25790
41660,6496
41660,14124
41660,18752
41661,39625
41661,31487
41661,47481
41661,37909
41661,42712
41661,3932
41661,43405
41662,23868
41662,21871
41662,1117
41662,10683
41662,49255
41663,46894
41663,6375
41663,20925
41663,30797
41664,27106
41664,46440
41665,25304
41665,23795
41665,14276
41665,44041
41665,4690
41665,13667
41665,45925
41665,16199
41665,11420
41665,44636
41666,48509
41666,5056
41666,43685
41666,37168
41666,48433
41666,23415
41666,4708
41666,48957
41666,36637
41666,38158
41666,37395
41666,37932
41667,7996
41667,38609
41668,35859
41668,30950
41668,30251
41668,49976
41668,20868
41668,37278
41669,26703
41669,20546
41669,40288
41670,48978
41670,18122
41670,28859
41670,14259
41670,41958
41670,32755
41670,40551
41670,2383
41671,10387
41671,36746
41671,47921
41671,543
41671,8061
41672,16290
41672,37917
41672,31508
41672,30444
41672,7306
41672,30555
41672,16275
41672,46466
41672,3194
41672,34102
41672,39757
41672,4110
41672,22874
41672,28086
41672,22318
41672,41082
41673,49535
41673,12636
41673,20006
41674,39310
41674,24732
41674,10247
41674,22295
41674,14910
41674,47009
41674,14083
41674,17545
41674,22643
41674,17155
41674,30915
41674,18758
41674,22804
41674,30812
41674,29977
41675,3117
41675,48206
41675,12229
41675,3299
41675,4086
41675,14071
41675,5861
41675,12022
41675,272
41675,9075
41675,11127
41675,24506
41676,29598
41676,2781
41676,21638
41676,37388
41677,23680
41677,8562
41677,46415
41677,37418
41677,30548
41677,48887
41678,49285
41678,43030
41678,33974
41678,1224
41678,16350
41678,41123
41678,39247
41678,45619
41678,26027
41679,28750
41679,3690
41679,4871
41679,36575
41679,16325
41679,43192
41679,5753
41679,43467
41679,44946
41679,30838
41679,11691
41680,12318
41680,36660
41680,619
41680,11125
41680,11585
41680,46669
41680,15625
41680,36453
41680,40052
41681,5011
41681,13001
41681,31593
41681,10262
41682,9782
41682,2352
41682,39865
41682,37808
41682,774
41682,31455
41682,3110
41682,32999
41682,7456
41682,33977
41682,46244
41682,5054
41682,27958
41682,13220
41682,26591
41682,816
41682,43565
41683,40791
41683,46974
41683,2888
41683,22187
41683,9558
41683,11370
41683,36864
41683,44243
41683,14522
41683,27653
41683,18055
41683,42091
41683,23283
41683,17283
41684,13644
41685,39214
41685,22887
41685,25945
41685,44198
41685,43545
41685,13364
41686,4007
41686,26755
41686,20166
41686,23415
41686,27385
41687,15330
41687,47706
41687,4897
41688,28302
41688,9350
41688,48151
41688,34002
41688,36515
41688,27572
41688,7255
41688,49340
41688,13932
41689,17637
41689,43632
41689,5487
41690,16924
41690,46624
41690,19770
41690,28414
41690,17721
41690,22880
41690,27296
41690,33208
41690,26023
41690,45450
41690,26320
41691,32022
41691,1388
41691,45116
41691,19330
41691,45357
41692,18036
41692,45926
41693,25468
41693,24047
41694,45452
41694,5745
41694,447
41694,14005
41694,21634
41694,28546
41694,15868
41695,11663
41695,17670
41695,13217
41695,17991
41695,14354
41695,10045
41695,30030
41695,29626
41695,36910
41695,27213
41695,26870
41695,47275
41696,37460
41696,42841
41696,42034
41696,20555
41697,32662
41697,43716
41697,8120
41697,23357
41697,9106
41697,19851
41697,46753
41697,40212
41697,46927
41697,21530
41697,33063
41697,27485
41697,47326
41697,15615
41697,43258
41698,41765
41698,5319
41699,1245
41699,10256
41699,37346
41699,19042
41699,16052
41699,40716
41699,8438
41699,41397
41699,31806
41699,48584
41699,16864
41699,8599
41699,46049
41699,31790
41699,43838
41699,40522
41699,11079
41699,15712
41699,39547
41700,27685
41700,45612
41700,3865
41700,43451
41700,49355
41701,11489
41701,11188
41701,31969
41701,11408
41701,17581
41702,34399
41702,31661
41702,33614
41702,36029
41702,27621
41702,33064
41702,11681
41702,15537
41702,32787
41702,16280
41702,46888
41702,36835
41702,4288
41702,671
41702,8344
41703,30886
41703,24571
41704,20123
41704,31444
41705,43141
41705,31120
41705,28932
41705,44557
41705,29004
41705,39434
41705,37239
41705,48519
41705,32088
41706,19223
41706,31269
41706,45100
41706,26953
41707,22428
41707,1501
41707,23517
41707,16678
41707,8651
41707,47270
41708,16536
41708,25389
41708,34178
41708,3186
41708,12780
41708,25665
41708,15858
41708,468
41708,40123
41708,25877
41708,44725
41708,35731
41708,45666
41708,15904
41708,20528
41708,22042
41708,3354
41709,13066
41709,38196
41709,7157
41709,25735
41709,21616
41709,39093
41709,23644
41709,28405
41709,26771
41709,4305
41709,6194
41709,41786
41709,36562
41709,41869
41710,23398
41710,23088
41711,36815
41711,12116
41711,10517
41711,13058
41711,32022
41711,38894
41711,40608
41711,29390
41711,38790
41711,25301
41711,24501
41711,33065
41711,44084
41711,14702
41711,11523
41711,29417
41711,23748
41711,29277
41712,30179
41712,32580
41712,19670
41712,16099
41712,32436
41712,1105
41712,26641
41712,26339
41712,19681
41712,41562
41712,46661
41712,15117
41712,24974
41712,5226
41712,35392
41713,47986
41713,1841
41713,13698
41713,46860
41713,20982
41713,43189
41713,48817
41713,22927
41713,3503
41713,14797
41713,20968
41713,46544
41713,42067
41713,6539
41713,30530
41713,29998
41713,9571
41714,41272
41715,11117
41715,36507
41715,6953
41715,17834
41715,38239
41715,49378
41715,33143
41715,28239
41715,2404
41715,37356
41716,40546
41716,11846
41716,35165
41716,47221
41716,27463
41716,30594
41717,46177
41718,17838
41718,41917
41719,30685
41719,37308
41719,9624
41719,11798
41719,42492
41719,47960
41719,49014
41719,651
41719,2788
41719,24151
41719,41100
41719,22001
41719,35668
41719,35667
41719,17790
41720,38711
41720,2784
41720,3082
41720,46685
41720,35681
41720,16171
41720,402
41720,42243
41720,37807
41720,21952
41720,40023
41720,39905
41720,33936
41720,35444
41721,31174
41722,21000
41722,33364
41722,17109
41722,38609
41722,25532
41722,127
41722,1599
41722,46905
41722,21911
41722,17673
41722,30101
41722,14676
41722,29952
41722,28870
41722,40520
41722,47463
41722,43072
41722,10477
41722,8974
41723,28575
41723,7454
41723,29833
41723,30223
41724,17998
41724,23511
41724,38465
41724,28842
41724,14110
41724,12515
41724,49940
41724,9433
41724,5823
41724,28168
41724,43446
41724,39332
41724,6585
41725,23156
41725,18362
41726,33460
41726,9007
41726,47685
41726,38952
41726,32613
41726,7303
41726,7492
41726,34370
41726,25392
41726,13900
41726,30898
41726,35973
41727,24538
41727,14372
41728,44136
41728,46385
41728,23912
41728,39289
41728,2177
41728,37463
41728,14202
41728,15649
41728,26178
41729,30867
41729,18334
41729,37087
41729,9262
41730,14105
41730,13077
41730,19842
41730,25444
41730,31665
41730,3288
41730,20866
41730,49234
41731,22673
41731,28461
41731,46492
41731,48627
41731,25298
41731,49238
41731,26778
41731,10876
41731,14088
41731,40877
41731,13336
41731,24779
41731,5971
41731,24228
41731,25293
41731,35210
41731,24589
41731,40898
41731,4849
41732,45578
41732,34453
41732,43853
41732,48713
41732,37733
41732,27463
41732,22178
41733,42923
41733,6823
41733,48436
41734,36043
41734,28328
41734,13846
41734,10618
41734,46187
41734,18120
41734,34381
41734,19432
41734,48581
41734,19247
41734,24084
41734,32254
41734,45083
41734,12777
41734,24408
41734,31113
41734,49570
41734,35427
41734,4594
41734,13855
41735,809
41735,3732
41735,47580
41735,37122
41735,23333
41735,8525
41735,47895
41735,16714
41735,11726
41735,39800
41735,1158
41736,23726
41736,10554
41737,49273
41737,19662
41738,6597
41738,14033
41738,31271
41738,40087
41738,49163
41738,957
41738,9805
41738,4108
41738,6364
41738,33103
41739,6602
41739,28471
41739,1232
41739,48135
41739,8237
41739,22048
41739,23046
41739,31830
41739,16383
41739,23228
41739,15811
41739,13652
41740,13797
41740,39032
41740,14128
41740,16903
41740,8951
41740,43546
41740,28257
41740,2327
41740,25736
41740,20463
41741,45478
41741,6804
41741,38361
41741,25833
41741,18913
41741,44434
41741,29731
41741,2337
41741,21969
41741,31117
41741,24203
41741,670
41742,20431
41743,5918
41743,10491
41744,46173
41744,21864
41744,40105
41744,28091
41744,25410
41744,27512
41745,49211
41745,14896
41746,38369
41746,38014
41746,37363
41746,15708
41746,22778
41746,467
41746,7544
41746,4620
41746,30833
41746,18264
41746,23074
41746,13981
41746,46445
41746,15456
41746,19506
41746,8125
41746,48968
41746,29302
41747,15036
41747,17832
41748,15879
41748,39143
41749,14464
41749,33705
41749,1398
41749,44936
41750,6972
41750,36779
41750,12191
41750,39958
41750,48492
41750,46668
41750,39541
41751,33733
41751,30654
41751,26624
41751,24690
41751,40658
41751,26964
41751,29688
41751,31913
41751,34666
41751,4031
41751,34145
41751,31388
41751,48796
41751,15110
41752,39784
41752,14753
41752,43210
41752,10320
41753,34993
41753,31771
41753,22126
41753,1878
41753,32123
41753,41966
41754,7979
41754,4054
41754,7837
41755,13410
41755,11195
41756,44754
41756,26467
41756,13475
41757,38491
41757,33684
41757,25640
41757,20362
41757,15560
41757,18798
41757,1942
41757,43501
41757,13548
41757,43655
41758,5590
41758,39170
41758,3668
41758,25330
41758,26222
41758,49794
41758,24205
41758,32478
41758,48053
41758,14977
41758,18429
41758,16710
41758,20286
41758,19335
41759,41688
41760,14579
41761,36132
41761,13795
41761,22805
41761,23070
41761,23125
41762,31405
41762,26924
41763,6117
41763,47029
41763,16530
41763,16013
41763,30526
41763,16943
41764,1185
41764,47230
41764,39875
41764,17216
41764,4534
41764,30903
41765,18872
41765,10476
41765,43512
41765,1299
41765,30119
41765,21159
41765,10523
41765,33087
41765,48741
41765,21196
41765,14467
41766,33718
41766,32209
41767,22350
41767,19528
41767,20427
41767,41622
41767,18321
41767,40082
41767,8940
41767,8823
41768,11081
41768,23377
41768,18194
41768,31032
41768,2093
41768,21267
41769,25073
41769,3882
41769,39395
41770,28751
41770,47167
41770,39904
41770,37206
41770,38639
41770,3781
41770,16589
41770,33676
41770,20348
41770,22226
41771,49541
41771,29364
41772,5812
41772,23779
41773,16867
41773,37633
41773,15385
41774,49777
41774,4600
41774,33854
41774,47596
41774,39136
41774,27136
41774,40211
41774,30781
41774,413
41775,35671
41775,27442
41775,37739
41775,34323
41776,48781
41776,40690
41776,37445
41776,8247
41776,20744
41776,10121
41776,36202
41776,48286
41776,43550
41776,41723
41777,6582
41777,10816
41778,40822
41778,44130
41778,49486
41779,32231
41779,40087
41779,4637
41779,40282
41779,3740
41779,29168
41780,5490
41781,2093
41781,15294
41782,32658
41782,26531
41782,14057
41782,27353
41782,18924
41782,32271
41782,747
41782,17863
41782,28798
41782,34668
41782,49297
41782,31656
41782,29706
41782,49054
41782,41830
41783,8717
41783,38980
41783,47431
41783,5332
41783,42555
41783,27203
41783,44077
41783,27190
41783,6442
41783,17803
41783,35126
41783,23883
41783,14802
41783,30720
41783,26025
41783,48574
41783,46962
41783,38306
41783,37552
41783,14231
41784,43654
41784,31599
41784,31952
41784,22082
41784,38875
41784,32055
41784,39018
41784,3503
41784,20297
41784,41153
41784,34308
41784,48952
41784,27987
41784,14748
41784,8741
41784,42551
41784,28717
41784,3125
41784,46138
41784,46174
41785,6821
41785,15274
41785,34256
41785,30216
41785,42761
41785,20742
41785,28561
41785,2358
41785,33204
41785,21839
41785,41043
41786,25884
41786,31287
41787,44104
41787,21016
41787,12689
41789,23961
41790,12582
41790,5541
41790,32906
41790,42886
41791,3620
41791,25813
41791,18687
41791,16332
41791,30529
41791,29726
41792,2418
41792,20304
41792,29137
41792,28776
41793,14050
41793,19255
41793,1801
41793,8981
41793,23790
41794,45641
41794,49594
41794,32014
41794,29704
41794,1710
41794,11682
41794,20536
41794,20046
41794,6002
41794,5647
41794,23840
41794,2526
41794,29280
41794,21780
41794,35841
41794,42210
41795,35663
41795,41050
41795,29414
41795,8576
41795,17500
41795,14535
41795,20441
41795,6866
41795,26308
41795,34488
41796,10611
41796,34951
41796,6655
41796,36036
41796,33221
41797,41530
41797,24145
41797,6722
41797,12506
41797,31160
41797,41171
41797,15638
41797,22752
41797,12531
41797,17946
41797,38820
41798,32918
41798,30923
41798,4707
41798,43359
41798,38667
41799,35290
41799,21502
41799,31894
41799,29625
41799,40901
41799,25843
41800,30077
41800,24181
41800,31773
41800,48782
41800,21441
41801,28632
41801,7051
41801,31985
41801,40780
41801,8197
41801,42458
41801,35640
41801,49690
41801,15541
41801,13349
41801,35548
41801,30481
41802,13086
41802,43999
41802,28929
41802,11232
41802,10775
41802,29548
41802,10314
41803,38684
41803,46274
41804,30441
41804,42282
41804,7616
41804,1176
41804,22800
41804,44502
41804,11048
41804,33249
41805,3915
41805,23725
41805,19280
41806,16231
41807,29575
41807,38183
41807,29932
41807,31470
41807,38410
41807,13586
41807,35931
41807,16864
41807,43739
41807,27342
41807,49878
41807,2121
41807,30948
41808,6196
41808,35259
41808,32049
41808,31715
41808,1353
41809,18846
41809,9597
41809,16981
41809,26085
41809,33268
41809,47246
41809,41521
41809,20785
41809,14187
41809,29197
41809,25347
41809,24578
41809,20298
41809,36275
41809,7875
41809,23606
41809,12262
41809,28139
41809,33995
41809,6548
41810,20901
41810,39031
41810,26519
41810,48197
41810,30236
41810,23452
41810,47869
41810,28079
41810,7837
41810,41643
41810,46634
41810,45169
41810,44210
41810,11640
41810,45735
41810,40674
41810,46034
41810,25184
41810,4385
41810,14227
41811,38427
41811,2479
41812,17262
41812,8468
41813,12006
41813,48554
41814,21112
41814,32812
41815,9516
41815,42169
41815,42676
41815,16233
41815,2186
41815,14984
41815,16481
41815,18562
41816,41779
41816,2583
41816,17361
41816,18628
41816,26650
41816,49709
41816,30021
41816,29351
41816,5748
41817,43164
41817,30200
41817,6762
41817,12805
41817,4564
41817,2484
41817,15225
41817,6043
41817,21054
41817,22719
41817,32340
41817,26862
41817,43120
41817,20606
41817,26974
41817,25857
41818,8291
41818,29650
41818,40520
41819,45170
41819,19912
41820,23968
41820,33300
41820,32806
41821,40086
41821,18915
41821,31050
41822,32003
41822,27064
41822,42941
41822,21528
41822,35057
41823,29633
41823,27772
41823,45296
41823,23431
41823,43750
41823,7784
41823,27018
41823,10094
41823,32762
41824,47638
41824,19105
41824,37466
41824,44375
41824,17953
41824,34617
41824,27156
41824,32274
41824,47385
41824,39063
41825,16706
41825,11612
41826,6786
41826,7204
41826,41534
41826,28578
41826,34944
41826,19720
41827,41936
41827,23582
41827,49134
41827,26315
41827,8797
41828,33062
41828,725
41828,8585
41828,23027
41828,7996
41828,4159
41828,45743
41828,7922
41828,8879
41828,32822
41828,42826
41828,19404
41828,40286
41828,24481
41828,25259
41828,49522
41828,1209
41828,22931
41828,45674
41829,2648
41829,9702
41829,13237
41829,13789
41829,1784
41829,40283
41830,22302
41830,41418
41830,33573
41830,41455
41830,28250
41830,27456
41831,39022
41831,1719
41832,15776
41832,10589
41832,9054
41832,43771
41832,10939
41832,35132
41832,23510
41832,35323
41832,47674
41832,47955
41832,33535
41832,35629
41832,26197
41833,33295
41833,4759
41833,38728
41833,205
41833,49214
41833,40237
41834,47918
41834,29146
41835,21704
41835,45319
41835,40147
41836,48668
41836,254
41836,19511
41836,12999
41836,29890
41836,36697
41836,16071
41836,21900
41836,27422
41836,29165
41836,34583
41836,10025
41836,20173
41836,28496
41836,27801
41836,2411
41837,12707
41838,357
41838,43616
41839,10026
41840,14727
41840,16483
41840,24541
41840,23842
41840,36994
41840,1952
41840,18476
41840,48516
41841,16535
41841,49242
41841,49198
41842,43446
41842,41408
41843,36145
41843,4548
41843,22491
41843,15752
41844,44173
41844,34537
41844,6799
41845,2017
41845,38843
41845,9228
41845,1168
41845,26173
41845,37102
41845,8916
41845,31619
41846,36121
41846,39950
41846,25085
41846,27281
41847,32861
41847,15751
41848,14734
41848,40264
41848,9718
41848,6009
41848,22908
41849,39364
41849,40271
41849,214
41849,30880
41849,18397
41849,26835
41849,12500
41850,30140
41850,3557
41850,32997
41850,15294
41850,3126
41851,43956
41851,49985
41851,35778
41851,14079
41851,38566
41851,22594
41851,35989
41851,34079
41851,10598
41851,30471
41851,7686
41851,20806
41852,21668
41852,47330
41852,47549
41852,440
41852,42640
41852,40487
41852,46809
41852,28653
41852,3620
41852,33976
41853,8610
41853,1455
41853,23660
41853,38123
41853,9256
41853,9101
41853,26711
41853,37584
41853,5087
41853,35029
41853,7725
41853,37441
41854,19470
41854,1254
41854,45789
41854,25272
41854,43475
41854,1024
41854,19881
41855,45895
41855,48886
41855,36376
41855,18402
41855,6764
41855,24895
41856,16714
41856,31637
41856,17061
41856,14995
41856,20903
41856,34437
41856,24017
41856,41349
41856,32475
41856,22645
41856,22236
41856,37539
41856,32843
41857,5727
41857,16582
41857,46273
41857,6269
41857,34837
41857,48563
41857,6154
41858,39501
41858,20553
41859,13123
41859,43395
41859,27215
41859,8989
41859,45918
41859,4294
41859,44991
41859,17704
41859,11184
41859,42910
41859,49035
41859,18823
41859,19889
41860,44150
41860,17799
41861,31141
41862,3377
41862,30898
41863,7119
41863,39585
41863,29047
41863,6817
41863,15216
41863,20742
41863,4023
41863,6768
41863,19382
41864,4196
41864,21047
41864,15407
41864,22422
41864,33917
41864,864
41864,49876
41864,34457
41864,146
41864,33081
41864,5407
41864,43904
41864,6495
41864,48323
41864,24709
41864,9905
41864,8317
41864,44223
41865,5771
41865,28946
41865,39201
41865,5704
41865,48949
41865,48011
41865,3024
41866,11553
41866,23476
41867,41061
41867,42923
41868,44996
41868,37622
41868,16043
41868,23134
41869,8003
41869,25733
41869,9179
41869,38145
41870,855
41870,12846
41871,15206
41871,49812
41871,49489
41871,15367
41872,615
41872,3777
41872,41931
41872,41249
41872,43386
41872,7203
41872,5801
41872,27265
41872,45514
41872,5183
41872,13768
41872,14702
41872,28105
41872,16858
41872,36289
41873,25728
41873,6494
41873,12851
41873,40251
41873,47003
41873,16900
41873,27719
41873,41785
41874,49184
41874,18234
41874,9243
41874,4212
41875,27025
41875,5932
41876,47325
41876,35984
41876,26532
41876,18018
41876,39442
41876,12174
41876,17290
41876,39977
41876,33421
41877,29259
41877,7178
41878,2468
41878,22308
41878,29149
41878,8814
41879,3564
41879,33316
41879,1272
41879,6076
41879,6530
41879,47493
41879,11803
41879,30532
41880,6169
41880,5382
41880,972
41880,29934
41880,43194
41881,49931
41881,17686
41881,8207
41881,39098
41881,1134
41881,10743
41881,36911
41881,42162
41881,11722
41881,33883
41881,31174
41881,1959
41881,26747
41881,6741
41882,42307
41882,49142
41882,8725
41882,1165
41882,12114
41883,27548
41883,16963
41883,41857
41884,42555
41884,17812
41884,37214
41884,40261
41885,44668
41885,22519
41886,16756
41886,16527
41886,36235
41886,40387
41886,19083
41887,24758
41887,8229
41888,25937
41888,38340
41889,28260
41889,2894
41889,48395
41889,17293
41889,9377
41889,36934
41889,4492
41889,9084
41889,11888
41889,23310
41889,27912
41889,47436
41889,46304
41889,20314
41889,34889
41890,3906
41890,42140
41890,32262
41890,27302
41890,47843
41890,32853
41890,4837
41890,12030
41890,33052
41890,25379
41890,35973
41890,3240
41891,26298
41891,29278
41891,28247
41891,44428
41891,9704
41892,49703
41892,45805
41892,13981
41892,41603
41892,14559
41892,28574
41892,1346
41892,20392
41892,22734
41892,35987
41892,40415
41892,14778
41892,20401
41892,6463
41893,43651
41893,16235
41893,44261
41893,9847
41893,33451
41893,15132
41893,24360
41893,11919
41893,12942
41893,14249
41893,2672
41893,14426
41893,5820
41893,13825
41894,16054
41894,45105
41894,18927
41894,6566
41894,7735
41894,40466
41895,4096
41895,2206
41895,49814
41895,34461
41895,35718
41895,10818
41895,25478
41895,21269
41895,29932
41895,28830
41896,47519
41896,29947
41896,38060
41896,39956
41896,10027
41896,14735
41896,31383
41896,32271
41896,17870
41896,10936
41896,14027
41896,36642
41896,27958
41896,1921
41896,24155
41896,26435
41896,2566
41896,8348
41897,48767
41897,31647
41897,39825
41897,30358
41898,25842
41898,47778
41898,7553
41898,44181
41899,37160
41899,529
41900,27851
41900,12000
41901,23443
41901,39241
41901,3445
41902,18350
41902,4497
41902,26146
41902,7818
41902,37907
41902,29017
41903,25178
41903,32535
41903,30975
41903,40615
41903,737
41903,46297
41903,2238
41903,3180
41903,37407
41903,39428
41903,36499
41903,43426
41903,28915
41903,13719
41903,11495
41903,11954
41903,25041
41903,46244
41903,40156
41904,22537
41904,5077
41904,33019
41904,24832
41904,12142
41904,14605
41904,45393
41904,35876
41905,31815
41905,11170
41905,18085
41905,43863
41906,17281
41906,75
41907,36074
41907,6849
41908,46987
41908,25796
41908,12732
41908,29383
41908,30573
41909,41660
41909,16453
41909,33876
41909,37713
41909,30356
41909,48736
41910,32023
41910,10865
41910,48297
41910,18536
41910,43354
41910,3894
41910,32104
41910,49699
41910,24520
41911,17465
41911,13328
41911,36553
41911,7861
41911,15433
41911,30491
41911,7843
41911,12178
41911,8837
41911,41908
41911,3525
41911,3425
41911,1795
41911,33043
41911,9131
41912,34964
41912,22440
